Gene ID	Gene Name	poly(A)+ Half-life	Total Half-life	Lower limit	Upper limit
YJR104C	SOD1	5.2	19.3	15.8	22.6
YJR105W	ADO1	5.4	37.3	27.8	55.4
YJR106W	ECM27	11.7	24.1	15.1	40.5
YJR109C	CPA2	1.4	32.1	23.3	44.0
YJR110W	YMR1	2.3	3.5	3.1	5.8
YJR112W	NNF1	2.3	2.2	2.0	3.7
YJR113C	RSM7	4.1	5.2	4.6	8.5
YJR117W	STE24	15.6	26.9	19.3	42.4
YJR118C	ILM1	3.6	6.6	5.3	11.3
YJR123W	RPS5	3.3	16.1	13.0	19.3
YJR125C	ENT3	11.2	31.0	19.7	59.6
YJR126C	VPS70	4.9	7.3	6.5	10.6
YJR127C	RSF2	9.3	19.0	11.9	27.2
YJR130C	STR2	3.8	6.6	5.9	8.7
YJR131W	MNS1	3.2	13.8	10.2	22.3
YJR132W	NMD5	2.5	20.6	12.9	31.2
YJR133W	XPT1	4.4	10.4	6.4	18.2
YJR134C	SGM1	2.3	5.2	4.5	7.4
YJR135C	MCM22	2.3	3.6	3.3	5.9
YJR135W-A	TIM8	2.8	8.8	7.7	11.4
YJR136C	TTI2	1.0	2.6	2.5	4.0
YJR137C	MET5	4.1	28.6	17.0	47.1
YJR139C	HOM6	6.7	58.0	41.5	91.5
YJR140C	HIR3	3.5	14.0	8.9	21.1
YJR142W		4.7	12.4	10.3	16.1
YJR143C	PMT4	2.8	7.8	6.7	9.9
YJR144W	MGM101	1.2	3.3	3.1	4.5
YJR145C	RPS4A	4.7	28.6	21.6	36.7
YJR147W	HMS2	2.2	6.7	5.1	13.6
YJR148W	BAT2	7.2	53.0	35.8	94.0
YJR155W	AAD10	2.0	3.4	3.1	5.6
YJR161C	COS5	2.5	19.6	11.5	35.0
YKL001C	MET14	2.9	4.9	4.0	8.4
YKL002W	DID4	3.7	5.2	4.8	7.2
YKL003C	MRP17	3.9	6.9	5.0	11.6
YKL004W	AUR1	1.3	3.7	3.3	5.0
YKL005C	BYE1	7.1	13.6	9.6	22.4
YKL006C-A	SFT1	2.6	4.9	4.4	8.2
YKL006W	RPL14A	2.8	12.4	10.1	15.5
YKL007W	CAP1	5.0	7.0	5.8	10.9
YKL008C	LAC1	2.2	4.2	3.7	5.9
YKL009W	MRT4	1.1	1.8	1.8	2.9
YKL012W	PRP40	3.5	5.2	4.3	8.7
YKL013C	ARC19	6.9	14.4	11.0	22.0
YKL014C	URB1	2.5	22.3	13.7	36.8
YKL015W	PUT3	2.0	5.2	4.7	8.4
YKL016C	ATP7	4.4	8.5	6.8	11.4
YKL017C	HCS1	2.1	3.8	3.5	5.2
YKL018W	SWD2	1.9	4.2	3.4	6.7
YKL019W	RAM2	5.2	13.7	11.4	17.2
YKL020C	SPT23	10.5	17.8	10.7	31.2
YKL021C	MAK11	2.0	3.4	3.2	4.2
YKL022C	CDC16	3.9	4.9	4.0	8.6
YKL024C	URA6	6.8	31.1	25.1	42.5
YKL025C	PAN3	7.3	11.6	7.8	20.4
YKL027W	TCD2	2.6	5.2	4.5	10.0
YKL028W	TFA1	4.1	11.4	7.3	22.3
YKL029C	MAE1	1.9	4.9	4.1	7.3
YKL032C	IXR1	1.9	3.3	3.2	4.4
YKL033W	TTI1	1.8	4.1	3.4	6.6
YKL034W	TUL1	5.3	9.5	7.5	12.9
YKL037W	AIM26	3.4	8.5	5.7	18.3
YKL039W	PTM1	6.6	10.7	8.0	17.7
YKL040C	NFU1	4.1	8.5	6.5	12.7
YKL042W	SPC42	4.2	5.3	4.3	10.6
YKL045W	PRI2	3.6	6.7	5.5	9.5
YKL048C	ELM1	2.2	4.2	3.5	6.7
YKL049C	CSE4	3.2	5.5	4.5	8.5
YKL051W	SFK1	3.6	5.6	5.2	7.9
YKL052C	ASK1	2.6	3.5	3.2	4.8
YKL053C-A	MDM35	2.5	4.9	4.4	6.6
YKL055C	OAR1	39.0	3.6	3.2	6.5
YKL056C	TMA19	5.1	23.9	17.9	29.1
YKL058W	TOA2	3.9	5.1	4.5	7.6
YKL059C	MPE1	3.7	5.1	4.1	8.8
YKL061W	BLI1	3.5	3.4	3.2	6.3
YKL062W	MSN4	1.9	3.3	2.8	6.8
YKL064W	MNR2	5.1	20.1	13.8	29.5
YKL065C	YET1	6.7	11.2	8.6	16.3
YKL067W	YNK1	6.2	12.0	9.6	15.8
YKL068W	NUP100	2.0	3.8	3.3	7.2
YKL069W		3.4	13.4	9.6	17.9
YKL072W	STB6	2.4	4.6	3.8	7.7
YKL073W	LHS1	2.8	12.4	8.4	20.2
YKL074C	MUD2	1.4	2.5	2.3	3.5
YKL078W	DHR2	0.8	1.8	1.8	2.7
YKL079W	SMY1	2.6	5.0	4.1	8.8
YKL080W	VMA5	4.4	23.4	16.8	31.1
YKL081W	TEF4	2.3	7.7	6.5	10.2
YKL082C	RRP14	3.1	5.3	4.4	8.2
YKL084W	HOT13	6.0	11.1	7.2	18.1
YKL085W	MDH1	3.9	5.2	4.4	8.7
YKL087C	CYT2	4.7	7.7	5.5	14.8
YKL090W	CUE2	4.7	13.2	7.4	24.7
YKL092C	BUD2	6.4	9.0	6.2	15.7
YKL094W	YJU3	5.1	12.7	9.9	19.3
YKL095W	YJU2	3.4	5.2	4.4	7.8
YKL096W-A	CWP2	4.4	27.5	19.0	44.0
YKL098W	MTC2	2.7	6.8	5.4	9.2
YKL099C	UTP11	2.4	4.0	3.6	4.8
YKL101W	HSL1	8.1	20.6	13.5	33.3
YKL106W	AAT1	2.2	3.3	2.9	6.2
YKL108W	SLD2	3.9	5.0	4.0	10.1
YKL109W	HAP4	5.0	5.7	4.6	11.3
YKL110C	KTI12	5.4	9.1	7.1	12.5
YKL112W	ABF1	8.7	44.7	30.1	79.0
YKL113C	RAD27	2.0	3.2	2.9	4.9
YKL114C	APN1	3.4	4.5	4.0	6.5
YKL116C	PRR1	1.9	2.8	2.7	4.2
YKL119C	VPH2	2.5	4.4	3.8	5.7
YKL120W	OAC1	1.7	3.4	3.1	5.0
YKL122C	SRP21	2.7	3.5	3.3	5.0
YKL124W	SSH4	10.5	18.0	13.1	27.7
YKL126W	YPK1	5.9	12.8	10.7	16.8
YKL127W	PGM1	3.6	19.7	16.0	23.4
YKL128C	PMU1	4.4	10.8	8.1	16.1
YKL129C	MYO3	5.0	41.9	24.3	84.5
YKL130C	SHE2	4.0	6.8	5.9	9.1
YKL132C	RMA1	4.5	6.6	5.4	11.7
YKL134C		2.5	4.3	3.5	8.6
YKL135C	APL2	4.4	13.9	9.0	27.2
YKL137W	CMC1	3.8	4.8	4.4	6.6
YKL138C	MRPL31	2.6	4.2	3.8	5.7
YKL140W	TGL1	6.4	14.3	10.9	21.2
YKL141W	SDH3	6.3	11.3	9.1	15.1
YKL142W	MRP8	15.2	36.3	22.4	72.5
YKL143W	LTV1	2.9	6.1	5.0	13.0
YKL145W	RPT1	3.5	8.0	6.6	12.0
YKL146W	AVT3	4.1	8.5	7.1	13.6
YKL148C	SDH1	6.7	28.6	15.2	51.8
YKL149C	DBR1	3.9	6.7	4.3	10.4
YKL150W	MCR1	15.8	34.7	18.5	82.3
YKL152C	GPM1	8.7	42.6	31.9	63.8
YKL154W	SRP102	1.2	2.5	2.4	3.4
YKL155C	RSM22	1.0	3.2	3.0	4.9
YKL156W	RPS27A	1.2	2.7	2.5	3.8
YKL159C	RCN1	4.9	14.2	10.4	18.5
YKL160W	ELF1	3.8	21.8	16.7	29.3
YKL161C	KDX1	2.1	2.9	2.8	4.6
YKL164C	PIR1	2.3	3.9	3.6	5.5
YKL165C	MCD4	2.6	4.8	4.1	6.7
YKL166C	TPK3	2.6	2.8	2.7	4.0
YKL167C	MRP49	4.9	5.1	4.4	7.6
YKL168C	KKQ8	7.0	11.6	8.0	16.4
YKL170W	MRPL38	4.2	3.3	2.9	5.5
YKL171W	NNK1	4.6	11.1	8.8	16.7
YKL172W	EBP2	1.4	2.5	2.4	3.4
YKL173W	SNU114	2.4	7.8	5.9	16.0
YKL174C	TPO5	2.8	5.3	4.7	7.3
YKL175W	ZRT3	2.1	4.6	4.1	6.8
YKL176C	LST4	1.2	3.7	3.0	6.9
YKL180W	RPL17A	3.7	16.4	13.4	21.2
YKL181W	PRS1	2.7	5.7	5.0	9.7
YKL182W	FAS1	2.7	33.8	26.8	44.7
YKL183W	LOT5	3.2	6.0	5.2	7.8
YKL184W	SPE1	3.4	31.6	20.8	45.4
YKL185W	ASH1	1.8	4.0	3.7	5.8
YKL186C	MTR2	3.7	8.3	6.7	12.5
YKL188C	PXA2	11.5	46.2	29.8	91.9
YKL189W	HYM1	4.2	9.7	6.8	15.3
YKL190W	CNB1	4.8	9.6	7.4	13.8
YKL191W	DPH2	3.0	8.0	7.0	10.7
YKL192C	ACP1	5.1	13.5	10.9	17.1
YKL193C	SDS22	7.4	11.0	8.7	17.1
YKL194C	MST1	2.8	4.3	3.6	6.2
YKL195W	MIA40	4.3	6.8	5.8	9.7
YKL196C	YKT6	3.8	10.1	7.3	15.6
YKL197C	PEX1	3.8	30.9	18.3	48.5
YKL198C	PTK1	4.4	8.5	6.0	18.4
YKL201C	MNN4	7.3	16.0	9.1	25.3
YKL203C	TOR2	4.5	18.7	10.8	36.1
YKL206C	ADD66	3.7	6.8	4.9	10.7
YKL207W	EMC3	3.9	7.9	6.5	11.8
YKL208W	CBT1	2.4	4.8	4.1	6.8
YKL209C	STE6	2.8	5.2	4.7	7.1
YKL211C	TRP3	2.3	7.8	6.1	12.6
YKL212W	SAC1	4.3	17.7	11.7	31.5
YKL213C	DOA1	5.0	21.9	14.3	30.7
YKL214C	YRA2	2.1	4.2	3.9	5.8
YKL216W	URA1	2.8	11.8	9.7	16.8
YKL218C	SRY1	3.5	7.6	5.8	11.6
YKL219W	COS9	8.2	13.2	8.7	20.3
YKL220C	FRE2	8.3	20.1	11.6	34.0
YKL222C		3.7	6.0	4.2	11.6
YKR002W	PAP1	6.9	22.0	14.3	31.2
YKR003W	OSH6	3.9	7.4	6.6	9.8
YKR004C	ECM9	5.0	13.3	8.0	20.9
YKR006C	MRPL13	2.2	5.2	4.5	8.0
YKR008W	RSC4	4.5	6.4	5.1	11.2
YKR010C	TOF2	2.4	3.4	3.3	4.9
YKR011C		15.2	26.3	18.3	38.1
YKR013W	PRY2	4.0	12.6	9.3	16.7
YKR014C	YPT52	9.1	17.8	12.7	26.3
YKR016W	FCJ1	5.0	9.9	7.0	18.3
YKR018C		5.0	45.4	34.7	66.6
YKR019C	IRS4	2.8	5.2	4.2	7.9
YKR020W	VPS51	3.3	6.1	5.3	8.0
YKR021W	ALY1	4.5	6.7	5.3	12.0
YKR022C	NTR2	2.3	3.7	3.4	6.3
YKR024C	DBP7	1.0	2.8	2.6	3.9
YKR025W	RPC37	2.8	6.9	6.1	8.9
YKR026C	GCN3	2.2	3.3	3.1	4.1
YKR027W	BCH2	2.0	2.7	2.7	4.2
YKR028W	SAP190	3.6	5.1	4.3	9.1
YKR030W	GMH1	4.0	6.9	5.4	11.9
YKR031C	SPO14	4.3	7.0	5.8	10.8
YKR036C	CAF4	2.1	4.8	4.3	6.8
YKR037C	SPC34	3.2	4.3	3.7	6.4
YKR038C	KAE1	3.6	4.8	4.3	7.8
YKR043C	SHB17	2.9	6.8	6.0	9.5
YKR044W	UIP5	2.4	4.3	3.4	8.0
YKR046C	PET10	4.9	32.8	25.6	42.0
YKR048C	NAP1	11.9	44.1	30.1	80.7
YKR049C	FMP46	9.2	32.3	22.6	60.4
YKR052C	MRS4	10.8	15.0	11.6	21.1
YKR054C	DYN1	10.0	24.0	16.8	36.5
YKR055W	RHO4	2.6	4.2	3.9	5.3
YKR056W	TRM2	1.2	2.2	2.0	3.3
YKR057W	RPS21A	5.1	21.0	16.7	26.0
YKR058W	GLG1	14.0	16.9	11.6	26.4
YKR060W	UTP30	1.1	1.4	1.4	2.3
YKR062W	TFA2	3.1	6.3	5.2	9.8
YKR063C	LAS1	2.2	4.5	3.7	8.6
YKR065C	PAM17	6.2	16.0	11.5	20.8
YKR066C	CCP1	10.3	41.6	28.2	85.9
YKR067W	GPT2	14.2	21.3	16.3	30.9
YKR068C	BET3	3.5	5.4	4.6	8.8
YKR071C	DRE2	20.3	36.1	26.1	50.8
YKR072C	SIS2	3.5	4.1	3.7	6.1
YKR074W	AIM29	6.8	11.5	9.1	15.3
YKR078W		1.3	2.8	2.6	4.2
YKR079C	TRZ1	1.9	3.5	3.2	5.3
YKR080W	MTD1	2.2	3.2	3.0	5.4
YKR081C	RPF2	1.5	2.6	2.4	3.1
YKR082W	NUP133	2.4	24.6	13.8	46.5
YKR083C	DAD2	2.6	4.4	3.9	7.6
YKR084C	HBS1	4.1	14.1	10.5	19.6
YKR085C	MRPL20	2.1	4.8	4.1	6.3
YKR086W	PRP16	1.6	4.2	3.5	7.3
YKR087C	OMA1	6.4	14.5	8.8	23.5
YKR088C	TVP38	5.0	13.1	9.2	19.8
YKR089C	TGL4	9.0	21.6	14.2	35.3
YKR090W	PXL1	3.7	5.5	4.8	9.2
YKR091W	SRL3	2.7	3.3	3.1	5.4
YKR092C	SRP40	1.7	3.0	2.8	4.3
YKR094C	RPL40B	2.3	7.0	5.7	9.6
YKR095W	MLP1	4.6	26.4	16.2	38.8
YKR096W	ESL2	8.8	13.2	9.0	23.4
YKR098C	UBP11	13.1	40.7	21.9	98.1
YKR099W	BAS1	0.9	2.3	2.1	4.8
YKR101W	SIR1	4.5	7.0	5.2	12.7
YKR102W	FLO10	27.3	39.7	22.3	123.3
YKR103W	NFT1	13.6	20.0	13.9	28.3
YKR104W		28.8	24.4	12.5	48.3
YLL001W	DNM1	2.3	8.3	6.4	13.8
YLL002W	RTT109	2.6	3.6	3.0	5.7
YLL003W	SFI1	2.4	3.3	3.0	5.0
YLL004W	ORC3	1.3	2.0	2.0	2.7
YLL005C	SPO75	11.3	37.8	21.1	127.8
YLL006W	MMM1	4.8	13.6	10.6	19.2
YLL008W	DRS1	1.7	7.9	6.7	13.0
YLL009C	COX17	3.5	5.6	5.0	8.6
YLL010C	PSR1	4.1	5.3	4.7	7.9
YLL011W	SOF1	0.7	1.4	1.4	1.9
YLL012W	YEH1	1.4	2.8	2.7	4.0
YLL013C	PUF3	2.2	5.0	4.5	7.4
YLL014W	EMC6	4.1	7.6	6.2	11.8
YLL015W	BPT1	8.4	17.4	12.4	26.2
YLL021W	SPA2	3.2	36.9	21.6	67.7
YLL022C	HIF1	10.9	17.2	12.9	28.7
YLL027W	ISA1	3.9	5.2	4.2	7.8
YLL029W	FRA1	6.2	13.3	9.4	21.5
YLL031C	GPI13	3.8	5.6	4.9	7.6
YLL034C	RIX7	1.7	5.9	4.6	9.8
YLL036C	PRP19	4.2	7.1	4.2	12.5
YLL038C	ENT4	3.8	9.7	8.1	13.1
YLL041C	SDH2	10.8	22.1	17.1	35.3
YLL043W	FPS1	4.4	10.3	8.2	16.0
YLL045C	RPL8B	4.0	21.4	17.4	25.8
YLL048C	YBT1	5.4	23.3	15.3	32.5
YLL049W	LDB18	8.8	30.1	18.8	50.2
YLL050C	COF1	8.1	44.4	32.2	74.7
YLL057C	JLP1	6.5	11.1	8.2	17.4
YLL060C	GTT2	4.5	7.2	4.6	11.6
YLL063C	AYT1	2.7	5.2	3.9	8.8
YLR002C	NOC3	2.0	5.1	4.5	6.7
YLR003C	CMS1	1.9	3.5	3.3	4.7
YLR004C	THI73	1.9	4.8	3.9	8.9
YLR005W	SSL1	3.3	6.3	5.3	10.5
YLR006C	SSK1	4.1	7.3	5.0	14.6
YLR007W	NSE1	2.8	4.0	3.6	6.3
YLR008C	PAM18	2.3	2.6	2.4	4.3
YLR009W	RLP24	1.3	2.5	2.4	3.1
YLR010C	TEN1	2.5	4.7	3.8	8.8
YLR011W	LOT6	3.2	4.4	3.3	6.3
YLR014C	PPR1	2.3	4.0	3.6	7.0
YLR015W	BRE2	2.0	4.3	3.8	6.2
YLR016C	PML1	2.6	5.2	4.6	7.7
YLR017W	MEU1	3.7	7.5	6.8	8.8
YLR018C	POM34	1.8	3.1	2.8	4.3
YLR019W	PSR2	4.6	5.3	4.6	8.2
YLR020C	YEH2	2.2	3.1	2.9	4.4
YLR021W	IRC25	2.5	4.7	3.9	6.5
YLR022C	SDO1	2.0	3.5	3.3	5.0
YLR023C	IZH3	3.5	5.3	4.7	9.1
YLR024C	UBR2	6.5	6.8	5.3	11.9
YLR025W	SNF7	10.1	19.7	11.9	36.2
YLR026C	SED5	2.3	3.9	3.4	7.8
YLR027C	AAT2	3.6	12.3	9.8	16.5
YLR028C	ADE16	6.9	17.1	11.6	25.6
YLR029C	RPL15A	3.9	28.5	22.0	36.3
YLR032W	RAD5	3.7	12.5	8.3	24.2
YLR034C	SMF3	4.8	10.5	7.3	20.1
YLR038C	COX12	5.1	15.1	11.6	21.8
YLR039C	RIC1	2.2	5.2	4.5	9.5
YLR040C	AFB1	2.6	3.2	2.8	4.7
YLR043C	TRX1	5.4	25.2	17.3	38.8
YLR045C	STU2	3.9	8.6	6.5	13.2
YLR048W	RPS0B	2.6	15.9	12.6	20.9
YLR051C	FCF2	2.1	4.6	3.9	7.0
YLR055C	SPT8	2.4	5.0	4.3	9.0
YLR056W	ERG3	1.8	3.8	3.5	5.2
YLR057W	MNL2	2.5	4.0	3.6	6.9
YLR058C	SHM2	1.2	4.9	3.9	9.4
YLR059C	REX2	3.2	9.9	8.0	12.2
YLR060W	FRS1	3.9	15.0	9.6	27.1
YLR061W	RPL22A	4.5	26.8	19.2	38.7
YLR065C	ENV10	2.8	5.8	5.0	7.9
YLR066W	SPC3	3.9	7.6	6.1	9.8
YLR067C	PET309	1.2	2.5	2.4	3.9
YLR068W	FYV7	1.7	1.9	1.8	2.7
YLR069C	MEF1	3.7	6.6	5.6	10.6
YLR070C	XYL2	11.1	24.1	14.9	42.7
YLR071C	RGR1	3.6	7.9	5.8	16.8
YLR073C	RFU1	0.9	1.2	1.3	2.9
YLR074C	BUD20	2.2	4.5	4.1	5.5
YLR075W	RPL10	4.1	28.7	21.8	38.8
YLR077W	FMP25	2.4	4.9	4.0	7.7
YLR078C	BOS1	2.9	4.6	4.2	6.2
YLR079W	SIC1	3.5	3.8	3.5	5.4
YLR080W	EMP46	6.1	30.1	15.9	66.7
YLR081W	GAL2	3.4	5.0	4.2	8.0
YLR082C	SRL2	4.9	5.7	4.8	8.1
YLR083C	EMP70	1.7	4.3	3.9	5.6
YLR084C	RAX2	4.3	6.0	4.9	11.4
YLR085C	ARP6	2.5	5.8	4.2	10.0
YLR086W	SMC4	2.6	14.5	8.8	25.7
YLR087C	CSF1	6.6	10.2	7.9	15.8
YLR088W	GAA1	3.3	10.2	8.8	12.5
YLR089C	ALT1	5.3	23.6	16.2	35.7
YLR090W	XDJ1	2.1	3.2	3.0	4.7
YLR091W	GEP5	4.4	7.8	5.4	16.2
YLR093C	NYV1	5.9	7.1	5.6	10.7
YLR094C	GIS3	1.1	2.0	2.0	3.1
YLR095C	IOC2	6.5	7.1	5.4	13.3
YLR096W	KIN2	2.5	5.7	4.8	10.4
YLR097C	HRT3	6.9	9.3	6.3	15.3
YLR098C	CHA4	4.4	7.4	6.0	11.8
YLR099C	ICT1	2.2	3.5	3.3	4.7
YLR100W	ERG27	4.3	11.2	9.3	15.4
YLR102C	APC9	7.3	15.1	10.7	22.7
YLR103C	CDC45	2.0	3.5	3.2	5.4
YLR105C	SEN2	2.1	3.9	3.5	6.5
YLR106C	MDN1	8.3	18.2	13.8	26.5
YLR107W	REX3	3.6	5.1	4.3	10.7
YLR108C		8.9	7.3	5.3	11.1
YLR110C	CCW12	3.7	22.1	13.9	37.7
YLR113W	HOG1	5.4	12.6	10.4	17.4
YLR114C	AVL9	3.3	10.9	7.4	21.6
YLR115W	CFT2	2.4	4.0	3.7	6.9
YLR117C	CLF1	4.7	8.1	5.4	16.1
YLR118C		7.7	25.4	20.3	31.8
YLR119W	SRN2	7.1	7.1	5.6	10.2
YLR120C	YPS1	2.3	6.0	5.5	7.9
YLR121C	YPS3	3.3	6.7	5.7	9.5
YLR126C		4.3	12.2	9.3	17.2
YLR127C	APC2	2.1	3.6	3.2	6.0
YLR128W	DCN1	3.5	7.9	7.0	10.7
YLR129W	DIP2	1.7	3.8	3.6	5.8
YLR130C	ZRT2	2.0	2.7	2.6	3.9
YLR131C	ACE2	8.7	8.0	6.6	11.2
YLR132C	USB1	4.3	8.1	6.6	13.2
YLR133W	CKI1	4.3	44.9	29.8	72.7
YLR135W	SLX4	2.2	2.9	2.8	4.6
YLR136C	TIS11	4.5	8.5	5.1	16.6
YLR137W	RKM5	7.7	13.8	8.4	18.1
YLR138W	NHA1	3.3	5.6	5.0	8.2
YLR139C	SLS1	2.6	4.3	3.8	7.8
YLR141W	RRN5	2.7	4.8	4.0	6.9
YLR143W	DPH6	2.0	9.3	6.0	17.4
YLR144C	ACF2	4.3	23.7	15.8	35.1
YLR145W	RMP1	3.4	5.0	4.1	9.3
YLR146C	SPE4	1.2	2.1	2.0	2.7
YLR147C	SMD3	2.4	5.2	4.4	7.7
YLR148W	PEP3	4.1	32.5	17.0	63.0
YLR150W	STM1	4.8	43.5	32.6	61.2
YLR151C	PCD1	10.2	15.1	10.4	21.9
YLR154C	RNH203	4.9	8.0	6.5	10.9
YLR163C	MAS1	4.2	14.8	9.4	26.9
YLR164W	SHH4	5.9	9.7	7.4	14.7
YLR166C	SEC10	4.4	41.3	23.0	70.6
YLR167W	RPS31	5.1	16.0	12.6	19.5
YLR168C	UPS2	10.2	8.5	6.5	15.4
YLR170C	APS1	3.1	6.4	3.8	11.5
YLR172C	DPH5	5.0	12.2	9.7	16.3
YLR174W	IDP2	13.4	29.0	19.1	44.0
YLR175W	CBF5	1.8	3.1	2.9	4.2
YLR176C	RFX1	9.3	11.2	7.2	20.0
YLR180W	SAM1	1.1	5.2	4.2	9.7
YLR181C	VTA1	4.7	5.2	4.4	9.1
YLR182W	SWI6	4.4	5.3	4.1	10.7
YLR183C	TOS4	3.4	8.1	5.8	14.0
YLR185W	RPL37A	4.4	38.1	25.2	62.9
YLR186W	EMG1	1.2	2.2	2.1	3.2
YLR188W	MDL1	2.3	5.3	4.9	7.9
YLR189C	ATG26	10.8	30.2	20.5	45.2
YLR190W	MMR1	3.8	6.7	5.7	9.9
YLR191W	PEX13	2.2	2.7	2.6	4.9
YLR192C	HCR1	5.2	10.0	7.9	13.8
YLR193C	UPS1	8.3	10.8	9.0	14.5
YLR194C		2.0	4.0	3.4	6.3
YLR195C	NMT1	4.1	11.3	9.8	14.1
YLR196W	PWP1	1.2	3.1	2.9	4.1
YLR197W	NOP56	2.9	6.3	5.3	9.1
YLR199C	PBA1	3.8	7.4	6.0	13.8
YLR200W	YKE2	2.8	7.4	6.4	9.9
YLR201C	COQ9	6.6	19.7	11.5	36.8
YLR203C	MSS51	6.4	15.0	8.5	23.2
YLR204W	QRI5	3.6	4.5	3.7	7.8
YLR205C	HMX1	7.3	15.8	8.6	27.5
YLR206W	ENT2	10.1	25.5	17.2	38.9
YLR207W	HRD3	3.5	8.2	6.1	12.4
YLR208W	SEC13	4.1	9.9	7.8	15.1
YLR209C	PNP1	8.1	24.2	18.0	34.4
YLR210W	CLB4	4.1	6.7	5.4	11.9
YLR211C	ATG38	3.4	5.2	4.3	7.7
YLR212C	TUB4	1.8	3.8	3.4	5.5
YLR214W	FRE1	3.4	6.6	5.5	11.1
YLR215C	CDC123	2.2	3.0	2.8	4.5
YLR218C	COA4	4.6	11.1	7.8	19.3
YLR220W	CCC1	4.5	6.5	5.2	11.1
YLR221C	RSA3	2.8	4.1	3.8	5.2
YLR222C	UTP13	1.4	3.9	3.5	5.6
YLR223C	IFH1	2.2	4.1	3.5	8.1
YLR226W	BUR2	2.0	3.3	2.7	6.2
YLR227C	ADY4	3.8	5.2	3.8	8.9
YLR228C	ECM22	3.9	6.8	5.9	10.7
YLR229C	CDC42	3.9	9.3	7.5	11.5
YLR231C	BNA5	4.5	23.3	16.1	30.7
YLR233C	EST1	3.5	4.8	3.6	9.7
YLR237W	THI7	4.8	17.6	12.1	31.9
YLR238W	FAR10	3.4	5.0	3.7	9.0
YLR239C	LIP2	2.6	6.3	4.9	9.0
YLR240W	VPS34	6.5	24.7	14.8	38.6
YLR243W	GPN3	2.5	5.2	4.5	8.4
YLR244C	MAP1	3.8	14.2	10.6	22.7
YLR245C	CDD1	6.0	14.9	8.1	26.8
YLR246W	ERF2	3.9	5.9	4.7	10.3
YLR247C	IRC20	7.6	16.3	10.0	27.7
YLR250W	SSP120	5.2	12.6	9.1	17.8
YLR253W	MCP2	2.6	3.6	3.2	5.9
YLR254C	NDL1	4.5	6.5	5.5	10.8
YLR256W	HAP1	2.8	10.1	8.0	14.3
YLR257W		5.1	6.6	5.3	11.1
YLR260W	LCB5	22.3	35.7	20.4	67.7
YLR262C	YPT6	3.4	7.9	6.6	10.4
YLR264W	RPS28B	6.7	23.3	14.4	32.0
YLR265C	NEJ1	6.7	7.7	5.6	13.4
YLR266C	PDR8	2.4	4.3	3.8	7.3
YLR268W	SEC22	5.7	8.7	7.3	11.9
YLR273C	PIG1	7.1	10.2	6.4	18.2
YLR275W	SMD2	2.4	3.5	3.1	7.3
YLR276C	DBP9	2.1	4.2	3.9	5.4
YLR277C	YSH1	2.0	3.5	3.0	6.4
YLR284C	ECI1	11.4	28.3	14.8	54.1
YLR285W	NNT1	2.8	6.7	5.9	8.7
YLR286C	CTS1	4.5	24.2	14.9	35.3
YLR287C-A	RPS30A	5.3	28.6	21.2	41.5
YLR288C	MEC3	4.6	4.1	3.8	6.4
YLR289W	GUF1	2.4	4.4	3.4	6.8
YLR291C	GCD7	2.1	4.7	4.0	6.9
YLR292C	SEC72	4.5	10.5	7.9	15.6
YLR293C	GSP1	4.8	22.0	17.4	30.1
YLR295C	ATP14	3.7	7.7	6.3	11.4
YLR297W		18.4	8.6	6.9	17.5
YLR298C	YHC1	6.5	13.0	9.2	18.9
YLR299W	ECM38	5.4	14.0	8.7	20.8
YLR300W	EXG1	1.2	2.7	2.6	3.3
YLR301W	HRI1	5.5	36.8	29.6	48.5
YLR305C	STT4	6.6	29.9	21.9	40.1
YLR306W	UBC12	5.2	6.8	5.7	11.2
YLR309C	IMH1	7.1	57.9	32.7	135.7
YLR310C	CDC25	8.8	15.3	8.7	31.3
YLR312W-A	MRPL15	2.5	3.6	3.4	5.0
YLR314C	CDC3	4.2	20.1	13.5	29.6
YLR316C	TAD3	3.6	5.0	4.0	7.6
YLR319C	BUD6	2.0	3.3	3.0	4.7
YLR320W	MMS22	2.3	3.8	3.5	6.2
YLR321C	SFH1	2.3	3.8	3.5	5.3
YLR323C	CWC24	1.4	2.5	2.3	3.4
YLR324W	PEX30	6.2	20.0	12.8	29.7
YLR325C	RPL38	5.1	22.7	17.1	27.7
YLR328W	NMA1	2.6	4.4	4.0	6.6
YLR329W	REC102	6.0	15.3	9.2	26.4
YLR330W	CHS5	4.7	8.0	6.8	12.3
YLR332W	MID2	2.2	4.4	4.0	6.5
YLR333C	RPS25B	3.6	16.5	12.9	20.1
YLR335W	NUP2	3.4	35.0	25.7	52.4
YLR340W	RPP0	4.8	45.4	35.4	55.0
YLR342W	FKS1	2.9	24.5	15.9	37.4
YLR344W	RPL26A	4.3	18.9	14.8	22.5
YLR348C	DIC1	13.2	45.0	22.4	122.4
YLR350W	ORM2	8.9	13.8	9.2	19.8
YLR351C	NIT3	6.3	22.4	16.8	29.5
YLR354C	TAL1	5.1	20.8	17.8	26.0
YLR355C	ILV5	1.4	4.8	4.4	6.3
YLR357W	RSC2	3.7	4.0	3.6	6.9
YLR359W	ADE13	2.1	4.9	4.2	7.1
YLR360W	VPS38	4.0	12.9	7.7	19.2
